text,sentiment
over lt training today ehhh hard to tall how hard it was but now i feels good sunday race day again its raining now so lost of mud,positive
whos going to see reemer on wednesdayy  me and kirsty are going a im well exited ,positive
 i miss having u as a roommate,negative
 jersey weather  and good on you for the charity drive,positive
 oh i didnt realize its on at 830 as well already at work or as today still in the car dont ask,neutral
  im sure that would make mr koons very happy,positive
happy mothers day valk,positive
i know im wrong  just give me one more chance   senti  ,neutral
would like to have a gaming system,positive
 ive been here since 3 and im here for 8 more hours tomorrow,neutral
_rosaen i love your new bracelets im a very proud sistayou rock girly,positive
going home to enjoy what is left of the day  i cant believe how quickly this week flew by no time for tweets,positive
 laze about  its the bank holiday law,neutral
potluck for danielle taking veggie tray i will miss her,negative
i think my cold is getting worse not better  i cant stop coughing  it really sucks,negative
 time to start unfollowing some people i think,neutral
 my  tix are in limboas usual  upssucks,negative
oooh gosh google wave is looking pretty sexy lunch times over though  back to powerpoint significantly less sexy,neutral
off to go bq for new outdoor furniture,neutral
sachie yna doesnt know our password yet,neutral
 my interview if picked is ny too but you probably forgot about me after blogtalk radio,negative
why am i having such a hard time falling asleep,negative
oh kasa please lose the hair do,negative
im just thinking bout life i need my bed my fiance is in bed first,neutral
flat tire city,neutral
i hate the exams  first time and last time in this school  then im out  after 10 years yaaaay ,neutral
 hope u did alright on the final,positive
hey socialmediatv   im new here   is this a recorded show viewable later too  thanks  social media tv live  httpustream2njv,positive
hello everyone im just sitting here rocking out to 9412 sam on the air the best classic rock station on twitter here,positive
schwarzenegger proposes closing 220 state parks   httpbitlymhkz0,neutral
httptwitpiccom4wgp2  bambi will eat you,neutral
is at home with a pukey boy poor little baby,negative
 hes an amazing jockey saw that clydesdale commercial tooloved it,positive
 let me know how it goes babe  good luck,positive
 good morning   been here since 4am just quiet  how are you,positive
amazing night at the drive in,positive
sam can go shoot her self,negative
midnight icecream weather so  bored,negative
 guns and roses baby yay  was hopin you would blipfm it,positive
i kinda like not having a car but there have been situations lately where i have been prevented from participating due to my carlessness,negative
sooo the childrens museum was closed for a fund raiser when we got there  annoying,negative
free for all good nite i mean its a good nite wateva,positive
pulled in all directions and not knowing where to go,negative
im a senior i should of been already,neutral
yea someone is getting the best of me,negative
cleaning all day today after he runs off to do his stuff and setting my schedule for the week  i feel much better now and calmer too,positive
using yahoo pipes to combine feeds  doable  reliable i guess,positive
sometimes spam leaks in to the message board,neutral
 thats odd as its on my lap  maybe thats your cat o s,negative
 no cuz i feel the same way,neutral
leaving work going to crystal to search for her license picking her and bia up then heading to vegas ugh im tired already,negative
finally xmen origins wolverine arrived time to play the game like a mad man and then its time for the review  patrick,neutral
 love the album guys and cant wait for the official release  just curious what top 3 softsynthsdaw were used on it,positive
 thanks for a nice blog post  should however be given some creds since he has done at least half of the work on it,positive
chirstina said shes gunna twitter more no more partners,neutral
 some of yr coworkers hogging the jukebox  union jacks,neutral
 i love you so much tay  youre so amazing 3 you should come to denmark we love you here,positive
buying pretty shiny beads and things  i feel quite girlish httpelisemlivejournalcom1473318html,neutral
enjoying the cool breeze at the beach it helps me relax and unwind,positive
 we shuld do  a dance like that its seriously the best thing haha see yu tomoro,positive
cant a stevie wonder gabe just called me sleepypants gaby,neutral
 no new orleans been here since katrina ,neutral
i cant believe that its already friday omg what had i done,negative
alixs graduation party,neutral
bioshock is as fantastic as the first time i played it now sleep then more bioshock tomorrow,positive
 i love that song i was starting to think i was the only one that knew that one    sameperson,positive
 how did you swing those we didnt get that close,neutral
sucks that i dont have a drawing tablet,negative
only a month left of high school thank god i am ready for summer,positive
musicmonday nicest thing from kate nash,positive
i just need to sleep,neutral
 lucky e went  jealous,negative
lately ive been waking up with the sun in my face but not today,neutral
_x its only on in glasgow,neutral
ha the first request for sending a paper copy of my thesis,neutral
not looking forward to driving in this storm,negative
omg having so much fun watcing house bunny courto isa a ledge for sending me link  3,positive
 imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe  they wer funny,neutral
 thanks man  i appreciate it  you rock sir,positive
wants new hair now just so frank wont talk to me,neutral
want to see him so badly,negative
  i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go,neutral
